code,dept,dept_url,desc,name,url
PHYS11024,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This is a course on the statistical physics of interacting particles. We  begin by reviewing the fundamental assumptions of equilibrium statistical mechanics focussing on the relation between missing information (or entropy) and probability.  We then consider the statistical mechanics of interacting particles and develop important approximation schemes.  This leads us to review  phase transitions and the unifying phenomenology. We study in detail a simple, microscopic model for phase transitions: the Ising model.  We then consider a general theoretical framework known as Landau Theory.  Finally we discuss the issue of dynamics: how does a system approach and explore the state of thermal equilibrium? How does one reconcile microscopic time reversibility with the macroscopic arrow of time?          I  Derivation of Statistical Ensembles - Maximising the missing information or Gibbs entropy  - Derivation of the principal ensembles: microcanonical; canonical; grand canonical - Quantum systems: Fermi-Dirac, Bose-Einstein, classical limit - Bose-Einstein Condensation  II  The Many-Body Problem - Interacting systems - Phonons and the Debye theory of specific heat of solids  - Perturbation theory and cluster expansion  - Breakdown of perturbation theory  - Non-perturbative ideas: Debye-H\""uckel Theory  III  Transitions - Phenomenology of phase transitions - The Ising Model - Solution in one dimension - Correlation functions and correlation length - Mean-field theory - long range order in two dimensions, lack of in one dimension  - Landau Theory  - Order Parameter  - Critical exponents and Universality   IV  The Arrow of Time - Hamiltonian dynamics and phase space  - Liouville's theorem  - Coarse graining  - The master equation  - Random walks and the diffusion equation  - Detailed balance  - Brownian motion  and the Langevin equation  - Dynamics of fluctuations  - Fluctuation-dissipation relations and Linear Response        ",Statistical Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11024.htm
PHYS11021,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course begins with a review of relativistic wave equations.  It introduces the Lagrangian formulation for classical fields and then discusses the quantisation of free fields with spins 0, 1/2 and 1.  An outline is given of perturbation theory for interacting fields and Feynman diagram methods for Quantum Electrodynamics are introduced.         - Introduction and revision - Classical Lagrangian field theory. - Lorentz covariance of relativistic field equations. - Quantisation of the Klein-Gordon field. - Quantisation of the Dirac field. - The Electromagnetic field. - Interacting fields. - Feynman diagrams. - Transition rates and cross-sections.         ",Relativistic Quantum Field Theory,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11021.htm
PHYS11020,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"We start by learning the physics of radiation and its quantal interaction with matter, then go on to study this interaction in various astrophysical environments to define the nature and limitations of observation. Finally we apply these techniques to several important and characteristic astronomical observations, such as the 21cm radiation of atomic hydrogen used to weigh galaxies, the carbon monoxide emission used to map star nurseries, and the hydrogen Lyman alpha line forest used to determine the distribution of galaxy-forming matter throughout the Universe.         Not entered    ",Radiation and Matter,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11020.htm
PHYS11019,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"In this course we review the fundamental ideas of quantum mechanics, introduce the path integral for a non-relativistic point particle, and use it to derive time-dependent perturbation theory and the Born series for non-relativistic scattering.  The course concludes with an introduction to relativistic quantum mechanics and the ideas of quantum field theory.         Quantum kinematics: slit experiments, Hilbert space, Dirac notation, complete sets of states, operators and observables, space as a continuum, wave number and momentum.   Time evolution: the amplitude for a path, the Feynman path integral, relation to the classical equations of motion and the Hamilton-Jacobi equations.  Evaluating the path integral for the free particle and the harmonic oscillator. Derivation of the Schroedinger equation from the path integral. The Schroedinger and Heisenberg pictures for time dependence in quantum mechanics. The transition amplitude as a Green function. Charged particle in an EM field, Aharonov-Bohm effect, Transition elements, Ehrenfest's Theorem and Zitterbewegung.  Time-dependent perturbation theory using path integrals: time ordering and the Dyson series, perturbative scattering theory, the Born series, differential cross-sections, the operator formulation, time dependent transitions.  Feynman perturbation theory and Feynman diagrams.  Relativistic quantum theory: the Klein-Gordon and Dirac equations. Negative energy solutions, spin, necessity for a many particle interpretation. Brief introduction to the basic ideas of quantum field theory.  In the stated learning outcomes, the generic word ""understand"" is used to mean that the student must be able to use what s/he has learned to solve a range of unseen problems. The style and level of difficulty of these problems may be found from solving the examples provided in the course, and by the study of past exam papers. A more complete specification of the material included in the course may be found in the syllabus. There will be a two-hour workshop each week.        ",Quantum Theory,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11019.htm
PHYS11065,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course is an introduction to perturbative relativistic quantum field theory, for scalars, fermions, and gauge fields, in both the canonical and path integral formulations.         The course begins with a review of relativistic wave equations. It introduces the Lagrangian formulation for classical fields and then discusses the canonical quantisation of free fields with spins 0, 1/2 and 1. An outline is given of perturbation theory for interacting fields and Feynman diagram methods for Quantum Electrodynamics are introduced. The course also introduces path integral methods in quantum field theory. This gives a better understanding of the quantisation of gauge theories and forms an essential tool for the understanding and development of the 'standard model' of particle physics. Topics include: Path integral formalism, Feynman rules, LSZ formalism, loop diagrams and regularisation and renormalization of divergencies.        ",Quantum Field Theory,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11065.htm
PHYS11066,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"Most of the normal matter in the universe is contained in stars, planets and other massive objects, subjected to crushing pressure and high temperature.  Such conditions also occur during explosions and impacts, and in nuclear energy systems.  In addition, the limits of the survival of life at extreme conditions, such as, in the deep oceans and on other worlds, remains of central interest.   This course covers the nature of high-pressure and high-temperature phenomena and their origin in basic physical principles, and focuses on how new physics emerges at extreme conditions, such as under very high pressure, very high or low temperature, and at high atomic density.  The course combines principles from thermodynamics, condensed matter physics, plasma physics, astrophysics, and mechanics to understand how pressure and temperature generate unusual states of matter, crystallize exotic structures, form shock waves, produce energy via nuclear fusion, and lead to exotic requirements for life (in a microbiological context).    PoEE will discuss the transformation of simple materials subjected to extreme conditions, high-pressure crystal structures, the nature of molecules at high density, plasmas and electronic transformations, and conditions for life under extremes.          * Simple solids under hydrostatic compression * Nonlinear elasticity * Solid-solid phase transitions; crystal structures of high-pressure phases; coordination, bonding changes * Thermodynamics of phase transitions; Clausius-Clapeyron relation; Enthalpy and Gibbs energy criteria * Insulator-metal transitions; high-pressure electrides * Molecules at high density; ordering; polymerization * Thermal effects from absolute zero to high temperature * Melting; liquids at high density; normal vs. re-entrant melting curves * Shock waves; Rankine-Hugoniot equations * The plasma state; ionization; degenerate matter * Practical equations-of-state * Extreme life from extremophiles to astrobiology        ",Physics of Extreme Environments,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11066.htm
PHYS11051,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course, together with course Physics Year Abroad Level 10 (which must also be taken), constitutes 12 months full-time study at an approved university/research facility outside the UK. The two courses are Year 4 curricula for students on the MPhys degree programme Physics with a Year Abroad. During the period students undertake an extended research project on a topic agreed with their host supervisor. Taught courses may also be attended and may be chosen from those available at the university at an appropriate level and relevance to students' interests and degree programme. Assessment consists of a literature survey related to the project, a written project report, an oral presentation and aspects of performance in the project.         Not entered    ",Physics Year Abroad level 11,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11051.htm
PHYS11058,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,None         Not entered    ,"Physics Non-compulsory year abroad (full year) - Level 11, 90 Credits",http://www.drps.ed.ac.uk/20-21/dpt/cxphys11058.htm
PHYS11057,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,None         Not entered    ,"Physics Non-compulsory year abroad (full year) - Level 11, 60 Credits",http://www.drps.ed.ac.uk/20-21/dpt/cxphys11057.htm
PHYS11062,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,For MPhys Physics and Astronomy students taking a non-compulsory year abroad (full year) in their Senior Honours year of study.         For MPhys Physics and Astronomy students taking a non-compulsory year abroad (full year) in their Senior Honours year of study.        ,"Physics Non-compulsory year abroad (full year) - Level 11, 30 Credits",http://www.drps.ed.ac.uk/20-21/dpt/cxphys11062.htm
PHYS11042,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"Particle physics studies the interactions of the fundamental constituents of matter, quarks and leptons.   This course is primarily an introduction to the experimental study of particle physics, but it also gives an understanding of the theoretical description of particle physics known as the Standard Model.            Introduction. Feynman diagrams. Scattering cross-sections. Decay rates.  Dirac equation. Spinors.  Electromagnetic interactions. Quantum Electrodynamics (QED).  Weak Interactions. Weak decays. Neutrino scattering.  The parton model. Parton density functions.  Strong interactions. Gluons. Quantum Chromodynamics (QCD).  Confinement and asymptotic freedom. Quark model of hadrons. Isospin and Strangeness. Heavy quarks.  Production of hadrons. Resonances. Fragmentation and jets.  Weak decays of hadrons. CKM matrix.  Symmetries. Parity. Charge conjugation. Time reversal. CP and CPT.  Mixing and CP violation in K and B decays.  Neutrino oscillations. PMNS matrix. Neutrino masses.  Electroweak Theory. W and Z masses. Precision tests at LEP.  Spontaneous symmetry breaking. The Higgs boson.  The discovery of the Higgs boson. LHC physics Beyond the Standard Model. Supersymmetry. Grand unification.        ",Particle Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11042.htm
PHYS11041,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"The course will build on the Subatomic Physics course by further exploring the fundamentals of nuclear matter as well as considering some of the most important applications of nuclear physics.  Topics to be studied will include decay modes, nuclear reactions, and interactions between radiation and matter.  The lecture course will be integrated with problem solving classes.         Alpha decay: Energetics. Tunneling effect and probability. Geiger-Nuttall plot. Transition rates and selection rules.  Beta decay: Electron and positron spectra. (Neutrino mass). Kurie plot. Fermi theory of beta decay.  Fermi and Gamow-Teller interactions. Transition rates and selection rules. Electron capture. Neutrinos. Parity violation in beta decay.   Gamma decay: Energetics. Weisskopf units. Transition rates and selection rules. Angular distribution measurements. Internal conversion.   Nuclear reactions: Nomenclature and general features. Conservation laws. Reference frames and transformation laws. Cross section. Energy spectra. Angular distributions. Elastic scattering. Direct reactions. Compound nucleus reactions. (Heavy-ion reactions).   Nuclear physics applications: Sources of radiation and their interaction with matter: charged particles, gamma rays, neutrons. Bethe-Bloch formula. Bragg curve. Particle range. Photo-electric effect, Compton scattering, pair production. Neutron scattering and moderation. Radiation detection and measurement. Examples of practical applications.         ",Nuclear Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11041.htm
PHYS11053,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This is an introductory course in Nuclear Astrophysics, a subject in its own right that often drives major scientific and technological advances in modern day research both in nuclear physics and astrophysics.   The course will build upon (and adds a layer of complexity to) the existing Nuclear Physics course and will provide an option for choice of specialized topics within Nuclear Physics (but also Astrophysics).         Aspects of Nuclear Physics and Astrophysics: * Solar System abundances; * HR diagram; * Stellar evolution of single stars; * Binary stellar systems; * Review of nuclear properties (masses, binding energies,shell  structure); * Overview of nuclear reactions.   Thermonuclear Reactions in Stars:  * Cross sections and astrophysical S-factor; * Resonant and non-resonant reactions; * Reactions with charged particles; * Reactions with neutron; * Reactions with photons; * Electron screening; * Reaction rates.  Nucleosynthesis: * Hydrogen burning (pp chain and CNO cycle); * Helium burning; * Advanced burning stages (carbon-, neon-, oxygen-, and silicon-burning modes); * The s-process; * The r-process; * Other nucleosynthesis processes (rp-process, p-process); * Explosive nucleosynthesis.  Nuclear Physics Experiments: * General aspects and Equipment;  * Experiments with stable nuclei; * Experiments with unstable nuclei; * Targets and related equipment; * Detectors and techniques; * Yields and cross sections; * Recent experimental results.         ",Nuclear Astrophysics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11053.htm
PHYS11064,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course will provide a solid background in the physics, methods and technologies employed in modern medical physics.         Modern medicine is underpinned by technological developments, many of which have their root in fundamental physics. This course will provide an introduction to the rich field of medical physics.  The course will begin by outlining the mechanisms of particle interactions in matter and biological tissue, as well as methods employed to monitor and measure radiation. Subsequently the physics of a range of modern radiotherapy techniques willl be presented. This includes traditional gamma beam therapy as well as recent advances using protons, heavy ions and other particles. The methods and signal processing techniques employed in magnetic resonance imaging (MRI), positron emission tomography (PET) imaging, single photon emitting computed tomography (SPECT) imaging and ultrasound will be discussed. The methods for the production of radiopharmaceuticals for imaging will aso be presented. The course will include lectures by and interaction with medical physicists employed at the imaging centre at the Royal Infirmary of Edinburgh.  The project work is designed to enable a deeper and more practical understanding of the material in the course. It also provides  and introduction to the GEANT4 particle simulation software. This software is used widely in modern medical physics analysis and equipment development, nuclear physics, particle physics, astronomy and in industrial applications.  The project will utlise a cloud based framework to access the GEANT4 software from your laptop or a university computer.          ",Medical Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11064.htm
PHYS11050,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"The MPhys Project aims to help you to identify and cultivate the technical, personal, and presentation skills needed to work successfully in a physics-based research/development environment. During the project, you work on your own under the supervision of your Supervisor. The function of the Supervisor is initially to define the project and then to give advice as your work proceeds. However, it should be understood that the project must be a reflection of your own work and ideas.         Not entered    ",MPhys Project for Year Abroad,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11050.htm
PHYS11049,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,The MPhys Project Presentation course aims to identify and develop key scientific presentation skills required to work in a physics-based research or development environment. Students will present their MPhys project research to scientific peers and to members of the public interested in science.         Not entered    ,MPhys Project Presentation,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11049.htm
PHYS11016,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"The MPhys Project aims to help you to identify and cultivate the technical, personal, and presentation skills needed to work successfully in a physics-based research/development environment.  During the project, you work on your own under the supervision of your Supervisor. The function of the Supervisor is initially to define the project and then to give advice as your work proceeds.  However, it should be understood that the project must be a reflection of your own work and ideas.         Not entered    ",MPhys Project,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11016.htm
PHYS11044,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"Lasers are now commonplace throughout many aspects of everyday life, e.g. in bar code readers, eye surgery, optical communication, industrial processing, spectroscopy and many bioscience applications. The course starts with a review of the basic physics of optical cavities and the spontaneous/stimulated emission from materials leading to laser amplifiers and oscillators. Atomic, ionic and molecular gas lasers are discussed and the optical properties of laser cavities are introduced. Examples of laser applications are presented including optical communication and holography.         The topics covered in this course are:  1). Introduction to lasers and why they are useful; comparison to black body radiator; scope of the course. 2). Einstein treatment of the interaction of radiation and matter; intro to conditions for optical gain. 3). Spectral line-shapes and finite lifetime; simple cavity model; condition for amplification. 4). Intensity transmitted by a Fabry-Perot cavity; the meaning of finesse; laser modes and gain; cavities inside cavities. 5). Four level laser; population inversion; gain saturation; examples of key lasers. 6). Q-switching in theory and practice; the acousto-optic effect. 7). Laser modes; properties of a single mode; longitudinal and transverse coherence; beats. 8). Multi-mode lasers; derivation of mode locking effect; active and passive mode locking; Kerr lens. 9). Geometric optics revision; lenses, mirrors and optical instruments. 10). Standing waves in closed and open cavities; two concave surfaces and diffraction; Gaussian beams; pictorial derivation stability conditions; effect of cavity parameters on modes. 11). Optical communication; modes and dispersion; wavelength bands. 12). Introduction to holography; formation of an image; practicalities.         ",Lasers and Applications,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11044.htm
PHYS11013,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"The term `High Energy Astrophysics' can be interpreted in many different ways. In the most narrow sense, it refers to observations involving high energy photons, primarily X-rays and gamma-rays. In a broader and more astrophysical view, it refers to the study of objects such as supernovae, neutron stars, black holes, binary X-ray sources, gamma-ray bursts, active galactic nuclei, radio jets, and clusters of galaxies, which involve extreme conditions, like high energies, temperatures, or densities. These objects have high energy particles, even if the photons that they emit have much lower energies. This course examines the many physical processes which are important in the structure and emission of light from extreme astrophysical sources. Starting from Maxwell's equations, the classical theory of radiation from an accelerated charge is developed, and generalised to the relativistic case. Topic studied then include: synchrotron radiation from relativistic electrons gyrating in a magnetic field; the acceleration of particles to relativistic energies; Compton and inverse Compton scattering; accretion of material onto compact objects; Radio galaxies and quasars, and their jets; bremsstrahlung emission from hot gas; cooling flows and the role of black holes in galaxy formation.          Syllabus:  - Recap of Maxwell's Equations - Radiation from accelerating charges (Larmor formula) - Bremsstrahlung emission - Applications to clusters of galaxies - Shocks and particle acceleration - Synchrotron radiation - Compton Scattering and Inverse Compton Scattering - Applications to radio galaxies and AGN - Superluminal motions and beaming - Pulsars - Supernovae and Gamma Ray Bursts - Microquasars        ",High Energy Astrophysics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11013.htm
PHYS11012,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course assumes a knowledge of Lagrangian dynamics.  The main topics covered are: the Hamiltonian formulation for systems with a finite number of degrees of freedom, the  symplectic structure of classical mechanics, canonical transformations and Hamilton-Jacobi theory, action-angle variables and an introduction to continuous systems.         ¿Review of Lagrangian dynamics, generalised coordinates, symmetries and Noether's theorem  ¿Hamilton's equations, conservative systems, phase space and Liouville's Theorem  ¿Canonical Transformations, generating functions, Poisson brackets  ¿Qualitative dynamics, behaviour of low dimensional autonomous systems, fixed points and limit cycles, simple preditor--prey systems  ¿Hamilton-Jacobi equation, principal and characteristic functions, separation of variables, connection with quantum mechanics  ¿Action-Angle variables, integrability, libration and rotation, the Kepler problem  ¿Canonical Perturbation theory (both time independent and time dependent) adiabatic invariants, the KAM theorem (descriptive)         ",Hamiltonian Dynamics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11012.htm
PHYS11011,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"Each team of four or five students will be required to research a physics-based topic, specified by a member of staff, who will act as supervisor.  The groups will present their findings in oral and written forms at a level accessible to their peers.  The project will be literature-based;  students will collate and analyse existing information from a wide variety of sources.         Not entered    ",Group Project,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11011.htm
PHYS11055,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"In this course, we explore how to build theories for the complex fluids introduced in the Soft Matter Physics and Introduction to Condensed Matter Physics courses; we will often be taking examples from the world of biology. The focus of the course will be to emphasise  generic features in order to build up a repertoire of theoretical tools that are widely applicable to analyse a diversity of soft materials. Topics covered may vary from year to year depending on the specialisms of the staff involved.         Physics and nonequilibrium thermodynamics of binary mixtures  Symmetries and phases of liquid crystals Topological defects in liquid crystals  Hydrodynamic theories of complex fluids Topological properties of DNA: knots and supercoiling         ",Geometry and Physics of Soft Condensed Matter,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11055.htm
PHYS11010,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"General Relativity presents one of the most interesting intellectual challenges of an undergraduate physics degree, but its study can be a daunting prospect.  This course treats the subject in a way which should be accessible not just to Mathematical Physicists, by making the subject as simple as possible (but not simpler).  The classic results such as light bending and precession of the perihelion of Mercury are obtained from the Schwarzschild metric by variational means.  Einstein's equations are developed, and are used to obtain the Schwarzschild metric and the Robertson-Walker metric of cosmology.         Not entered    ",General Relativity,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11010.htm
PHYS11056,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This is a self-contained 10pt level 11 course in S2 that links naturally with the 20pt level 10 Astrophysics course. It is an option for Astrophysics students on both BSc and MPhys programmes, and is available as an option to students on other degree programmes. Prerequisite is the level-10 Astrophysics course in S1, which reviews key concepts of observational astronomy related to galaxies. This fills a large gap in the current Astrophysics Degree Programme, where building upon the introductory Astrophysics and Cosmology courses there are advanced courses in stars, cosmology, and radiation processes, but not in galaxies.   The course will provide an overview of the dynamical modelling techniques used to interpret observations within the standard paradigm of structure formation, introduce key baryonic physical processes responsible for the formation and evolution of galaxies, describe the formation of galaxies within a hierarchical frame, outline feedback mechanisms and their impact on galaxies.          * Dark matter haloes, scaling relations, mass function; * Cooling & gravitational collapse of gas in haloes; * Sizes of galaxies, dark matter fraction, adiabatic contraction; * Global star formation, SK-law; * Shaping the galaxy mass function, feedback; * Early-type galaxies, formation and evolution; * Late-type galaxies, formation and evolution; * The Local Group. Milky Way, Andromeda and the satellite galaxy population; * Hierarchical galaxy formation.  Orbital distribution of CDM subhaloes.  Dynamical friction; * Mergers. Tidal disruption. Survival of satellite galaxies; * Internal kinematics. Jeans modelling. Degeneracies; * CDM predictions on galactic scales (missing satellite & core/cusp problems; * Tidal streams. Mass distribution in the parent galaxy.          ",Galaxies,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11056.htm
PHYS11061,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course will introduce the methods and approaches used in parameter-free descriptions of the electronic structure of materials, which aim to solve the quantum mechanical many-electron problem. We will discuss underlying ground state theories, such as wave-function based correlation methods and density functional theory, and their implementations in high-performance computing environments. We will study how to use the linear response ansatz and many-body perturbation theory to extract excited state information from those calculations, and thus accurately simulate spectroscopic and inelastic scattering experiments.  Assignments will involve calculations on realistic materials on the UK's national supercomputer.         * The many-electron problem, Born-Oppenheimer approximation. * Wave-function based approaches: Hartree, Hartree-Fock, self-consistent field method, correlation corrections. * Density based approaches: Slater Xa method, Kato's cusp theorem, Hohenberg-Kohn theorems, Kohn-Sham equations, exchange-correlation functionals. * Numerical implementations: basis sets, atomic pseudopotentials, Brillouin zone sampling, iterative diagonalization methods, software packages. * Ground state properties of materials: Hellmann-Feynman theorem, stress tensor, geometry optimisations, electronic band structures, Fermi surfaces. * Lattice dynamics: quasi-harmonic approximation, phonons, density functional perturbation theory, vibrational spectroscopy, electron-phonon coupling, BCS superconductivity. * Electronic excitations: time-dependent density functional theory, many-body perturbation theory, Hedin's equations, Bethe-Salpeter equation, optical spectroscopy. * Finite temperature effects: free energies, anharmonic phonons, first-principles molecular dynamics. * Relativistic effects in materials, spin-orbit coupling. * Nuclear quantum effects, path-integral molecular dynamics. * Quantum chemistry methods in solids, quantum Monte Carlo methods. * Molecular mechanics: chemical force fields, atomic many-body potentials, classical molecular dynamics, modelling of liquids and interfaces.         ",Electronic Structure Theory,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11061.htm
PHYS11063,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This second semester course provides an introduction to a range of current topics in particle physics. The course follows on from the introduction to particle physics in the core  course on Relativity, Nuclear & Particle Physics, and can be taken as an option by both BSc and MPhys students. It is intended to be complementary to the more formal course on Particle Physics taught in the Semester 1.         This course provides an introduction to current topics in particle physics. The treatment is flexible and covers a wide range of experimental aspects of particle physics at a level appropriate for a final year undergraduate student. The course follows on from the introduction to particle physics in the core course on Relativity, Nuclear & Particle Physics, and can be taken as an option by both BSc and MPhys students. It is intended to complement the more formal course on Particle Physics taught in the first semester.  Topics that covered may include: - Low energy precision tests of the Standard Model (EDM, g-2, lepton flavour violation) - Hadron spectroscopy including exotic states - CP violation in heavy flavour decays - Neutrino oscillation experiments - Top quark production and decay - Beyond the Standard Model & Searches for New Physics at the LHC - Dark Matter & Dark Energy - High energy astroparticle physics including gravitational waves - Future Colliders (ILC, FCC)        ",Current Topics in Particle Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11063.htm
PHYS11037,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"This course provides an introduction to advanced computational techniques used for numerical simulations in astrophysics involving gravity and/or fluids. The topics include N-body methods for solving gravity problems and numerical hydrodynamics techniques for fluids.  Astrophysical topics for which the methods are used include cosmological simulations of structure formation in the Universe, the formation and evolution of galaxies, the formation and evolution of stars and planetary systems, and the collisions of neutron stars and black holes as a model for gamma-ray bursters. For more information on these and other topics to which the methods are applied, please see: http://www.roe.ac.uk/~aam/ecca.  Although the examples are drawn from astrophysics, the methods taught are applicable to a wide range of problems in computational physics. The course is continuously assessed on the basis of workshop exercises: there is no Degree Examination.  N.B. This is a course on numerical algorithms and their practical use, not a course that teaches programming techniques or languages. Students must already be competent programmers.         The course teaches students:  - how to formulate the equations relevant for hydrodynamics in conservative and non-conservative form.  - how to discretise the equations relevant for hydrodynamics in conservative form.  - how to numerically implement as computer code a subset of the equations relevant for hydrodynamics.  - knowledge of concepts of source terms, Eulerian and Lagrangian formulations, implicit and explicit formulations, finite difference approximations, finite difference/volume/element methods.  - the Smoothed Particle Hydrodynamics (SPH) implementation of the hydrodynamics equations.  - an understanding of the situations in which a Lagrangian treatment (as used by SPH) may be more appropriate than a Eulerian treatment.  - the Particle-Mesh method of solving the Poisson equation. This includes the ability to express the equations for gravitational dynamics in Fourier space, a sufficient awareness of a representative code to alter the initial conditions appropriately, understand the output, check the accuracy of the results, and manipulate and display them using standard tools.  - how to numerically implement as computer code a subset of the equations relevant for Particle-Mesh simulations.  - properties of the Discrete Fourier Transform.         ",Computational Astrophysics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11037.htm
PHYS11045,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"A course on the Maxwell equations, their Lorentz invariance, covariant formulation, and gauge invariance. Applications included classical radiation from time dependent charges and currents, and in particular  accelerating charges.         *Relativistic electrodynamics: Maxwell's equations, charge, energy and momentum conservation, the electromagnetic potentials, electromagnetic radiation and its generation, electric and magnetic dipole radiation.  *Action principles: for point particles, scalar fields, vector fields, charge and energy-momentum conservation.  *Accelerating charges: covariant Green's functions, the Lienard-Wiechert potential, their associated fields, synchotron radiation, Larmor formula.          ",Classical Electrodynamics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11045.htm
PHYS11040,Undergraduate (School of Physics and Astronomy),http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_phys.htm,"There is an increased research effort in the school devoted to problems at the interface between biology and physics. There is also increasing recognition that physics can provide a very real - and very valuable - insight into the behaviour of complex biological systems, and that a physical approach to biological problems can provide a new way of looking at the world. This course will introduce the students to the basics of biological systems, and then provide examples of how familiar physical principles (thermodynamics, statistical mechanics) underlie complex biological phenomena.  This course will introduce you to the wonders of biology: the organisms, cells, and molecules that make up the living world. We will demonstrate the power of physical concepts to understand and make powerful predictions about biological systems, from the folding of a protein into a unique three-dimensional structure within a reasonable timeframe, through the motions of proteins to drive biological processes, to the locomotion of bacterial cells. The physical concepts will be substantially familiar, but their applications will be novel. Where possible, examples will be drawn from the recent scientific literature.          Not entered    ",Biological Physics,http://www.drps.ed.ac.uk/20-21/dpt/cxphys11040.htm
